TV Id,Regulation Start Date,TVS Id,Regulation Id,Protected Location Id,Protected Location (4),Elemental-Integrado,Protected Location Type,ERD-ARR,Regulation Reason Name
FL5TDU,4/19/2019,LECMFMP1,FL5TDU19,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL6TDU,4/19/2019,LECMFMP1,FL6TDU19,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
GCCCRNE,4/20/2019,GCCCFMP,GCRNE20,GCCCRNE,GCCC,elemental,Airspace,ERD,C - ATC Capacity
LEBLARR,4/20/2019,LEBLTMA,LEBLA20M,LEBL,LEBL,elemental,Aerodrome,ARR,C - ATC Capacity
LECBCCC,4/20/2019,LECBFMPE,LECBCC20,LECBCCC,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBLVL,4/20/2019,LECBFMPW,LECBLV20,LECBLVL,LECB,elemental,Airspace,ERD,W - Weather
LECBG23,4/20/2019,LECBFMPW,LECBG220,LECBG23,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBLVS,4/20/2019,LECBFMPW,LELEV20,LECBLVS,LECB,elemental,Airspace,ERD,C - ATC Capacity
FL2TDU,4/20/2019,LECMFMP,FL2TD20L,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMPAU,4/20/2019,LECMFMP,LEPAU20,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
RR2AST,4/20/2019,LECMFMP,RR2AST20,LECMASI,LECM,integrado,Airspace,ERD,C - ATC Capacity
RR2BLI,4/20/2019,LECMFMP,RR2BLI20,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMBLI,4/20/2019,LECMFMP,BLI20M,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMASU,4/20/2019,LECMFMP,ASU20M,LECMASU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMASI,4/20/2019,LECMFMP,ASI20M,LECMASI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMSAN,4/20/2019,LECMFMP,SAN20M,LECMSAN,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMASU,4/20/2019,LECMFMP,ASU20,LECMASU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMTZI,4/20/2019,LECMFMP,TZI20,LECMTZI,LECM,integrado,Airspace,ERD,C - ATC Capacity
FL1TDU,4/20/2019,LECMFMP,FL1TD20L,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL5TLU,4/20/2019,LECMFMP,FL5TLU20,LECMTLU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMPAU,4/20/2019,LECMFMP,PAU20A,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMDGU,4/20/2019,LECMFMP,DGU20A,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL1BLU,4/20/2019,LECMFMP,FL1BLU20,LECMBLU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMTZI,4/20/2019,LECMFMP,TZI20A,LECMTZI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMSAN,4/20/2019,LECMFMP,SAN20,LECMSAN,LECM,elemental,Airspace,ERD,C - ATC Capacity
RR3NO1,4/20/2019,LECSFMP,RR3NO120,LECSNO1,LECS,integrado,Airspace,ERD,C - ATC Capacity
RR1SEV,4/20/2019,LECSFMP,RR1SEV20,LECSSEV,LECS,integrado,Airspace,ERD,C - ATC Capacity
LEBLARR,4/21/2019,LEBLTMA,LEBLA21E,LEBL,LEBL,elemental,Aerodrome,ARR,W - Weather
LEBLARR,4/21/2019,LEBLTMA,LEBLA21L,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBLVU,4/21/2019,LECBFMPW,LELVU21,LECBLVU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECMPAU,4/21/2019,LECMFMP,LEPAU21,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMASUX,4/21/2019,LECMFMP,ASUX21,LECMASU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMBLI,4/21/2019,LECMFMP,BLI21,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMASI,4/21/2019,LECMFMP,ASI21,LECMASI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMZGZ,4/21/2019,LECMFMP,ZGZ21,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMPAU,4/21/2019,LECMFMP,PAU21,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL6TDU,4/21/2019,LECMFMP1,FL6TDU21,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECSMA4C,4/21/2019,LECSFMP,MA4C21,LECSMA4,LECS,elemental,Airspace,ERD,C - ATC Capacity
LEZL,4/21/2019,LECSFMP,LEZL21,LEZL,LEZL,elemental,Aerodrome,ARR,A - Accident/Incident
LEBLARR,4/22/2019,LEBLTMA,LEBLA22M,LEBL,LEBL,elemental,Aerodrome,ARR,W - Weather
LEBLT1E1,4/22/2019,LEBLTMA,LEBLT122,LEBLT1E,LEBL,elemental,Airspace,ERD,W - Weather
LEBLARR,4/22/2019,LEBLTMA,LEBLA22A,LEBL,LEBL,elemental,Aerodrome,ARR,W - Weather
LEBLT1E1,4/22/2019,LEBLTMA,LET1E122,LEBLT1E,LEBL,elemental,Airspace,ERD,W - Weather
LEMDARR,4/22/2019,LECMFMP,LEMDA22,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
FL4TDU,4/22/2019,LECMFMP,FL4TDU22,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMCJL,4/22/2019,LECMFMP,CJL22,LECMCJL,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMPAU,4/22/2019,LECMFMP,PAU22,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMBLI,4/22/2019,LECMFMP,BLI22,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMSAN,4/22/2019,LECMFMP,SAN22A,LECMSAN,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMASI,4/22/2019,LECMFMP,ASI22L,LECMASI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECSRTA,4/22/2019,LECSFMP,RTA22,LECSRTA,LECS,integrado,Airspace,ERD,C - ATC Capacity
GCXOARR,4/23/2019,GCCCFMP,GCXOA23A,GCXO,GCXO,elemental,Aerodrome,ARR,W - Weather
LEBLARR,4/23/2019,LEBLTMA,LEBLA23N,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LEBL12XN,4/23/2019,LEBLTMA,BL12XN23,LEBL12XN,LEBL,integrado,Airspace,ERD,S - ATC Staffing
LECBVVI,4/23/2019,LECBFMPE,LEBVVI23,LECBVVI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBCVN,4/23/2019,LECBFMPE,LECVN23,LECBCVN,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBLGU,4/23/2019,LECBFMPW,LELGU23M,LECBLGU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBGOI,4/23/2019,LECBFMPW,LEBGOI23,LECBGOI,LECB,integrado,Airspace,ERD,S - ATC Staffing
LECBGOI,4/23/2019,LECBFMPW,LEGOI23,LECBGOI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,4/23/2019,LECMFMP,LEMDA23M,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMTLLX,4/23/2019,LECMFMP,TLL23M,LECMTLL,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMASI,4/23/2019,LECMFMP,ASI23,LECMASI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,4/23/2019,LECMFMP,LEMDA23,LEMD,LEMD,elemental,Aerodrome,ARR,W - Weather
LECMASI,4/23/2019,LECMFMP,ASI23A,LECMASI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,4/23/2019,LECMFMP,LEMDA23A,LEMD,LEMD,elemental,Aerodrome,ARR,W - Weather
LECMBLI,4/23/2019,LECMFMP,BLI23A,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMDGL,4/23/2019,LECMFMP,DGL23A,LECMDGL,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,4/23/2019,LECMFMP,LEMDA23L,LEMD,LEMD,elemental,Aerodrome,ARR,W - Weather
LEBLARR,4/24/2019,LEBLTMA,LEBLA24M,LEBL,LEBL,elemental,Aerodrome,ARR,W - Weather
LEBLDDI1,4/24/2019,LEBLTMA,LEDDI24M,LEBLDDI,LEBL,integrado,Airspace,ERD,C - ATC Capacity
LEBLARR,4/24/2019,LEBLTMA,LEBLA24L,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBMMI,4/24/2019,LECBFMPE,LEMMI24,LECBMMI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBVVI,4/24/2019,LECBFMPE,LEVVI24,LECBVVI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBCCC,4/24/2019,LECBFMPE,LECCC24,LECBCCC,LECB,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,4/24/2019,LECMFMP,LEMDA24,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LEMDARR,4/24/2019,LECMFMP,LEMDA24A,LEMD,LEMD,elemental,Aerodrome,ARR,W - Weather
LECMPAL,4/24/2019,LECMFMP,PAL24,LECMPAL,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMDGL,4/24/2019,LECMFMP,DGL24,LECMDGL,LECM,elemental,Airspace,ERD,W - Weather
LECMPAL,4/24/2019,LECMFMP,PAL24A,LECMPAL,LECM,elemental,Airspace,ERD,W - Weather
LEMDARR,4/24/2019,LECMFMP,LEMDA24L,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LEPAARR,4/24/2019,LECPFMP,LEPAA24,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,T - ATC Equipment
LEPAARR,4/24/2019,LECPFMP,LEPAA24A,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,T - ATC Equipment
LEBLARR,4/25/2019,LEBLTMA,LEBLA25M,LEBL,LEBL,elemental,Aerodrome,ARR,C - ATC Capacity
LEBLDDI1,4/25/2019,LEBLTMA,LEDDI25,LEBLDDI,LEBL,integrado,Airspace,ERD,C - ATC Capacity
LEBLARR,4/25/2019,LEBLTMA,LEBLA25,LEBL,LEBL,elemental,Aerodrome,ARR,C - ATC Capacity
LEBLARR,4/25/2019,LEBLTMA,LEBLA25L,LEBL,LEBL,elemental,Aerodrome,ARR,C - ATC Capacity
LEBLARR,4/25/2019,LEBLTMA,LEBLA25A,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBMNI,4/25/2019,LECBFMPE,LEMNI25,LECBMNI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBCVN,4/25/2019,LECBFMPE,LECVN25,LECBCVN,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBBKE,4/25/2019,LECBFMPE,LEBKE25,LECBBKE,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBGOI,4/25/2019,LECBFMPW,LEGOI25,LECBGOI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECMDGL,4/25/2019,LECMFMP,DGL25M,LECMDGL,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,4/25/2019,LECMFMP,LEMDA25M,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMPAL,4/25/2019,LECMFMP,PAL25M,LECMPAL,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMDGL,4/25/2019,LECMFMP,DGL25,LECMDGL,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,4/25/2019,LECMFMP,LEMDA25A,LEMD,LEMD,elemental,Aerodrome,ARR,W - Weather
LEMDARR,4/25/2019,LECMFMP,LEMDA25L,LEMD,LEMD,elemental,Aerodrome,ARR,W - Weather
LECMZGZ,4/25/2019,LECMFMP,ZGZ25,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEPAARR,4/25/2019,LECPFMP,LEPAA25,LEPA/SJ,LEPA,elemental,Zone of Aerodromes,ARR,T - ATC Equipment
LECSMA4C,4/25/2019,LECSFMP,MA4C25E,LECSMA4,LECS,elemental,Airspace,ERD,C - ATC Capacity
LECSNCS,4/25/2019,LECSFMP,NCS25,LECSNCS,LECS,integrado,Airspace,ERD,C - ATC Capacity
LEBLARR,4/26/2019,LEBLTMA,LEBLA26A,LEBL,LEBL,elemental,Aerodrome,ARR,W - Weather
LEBLARR,4/26/2019,LEBLTMA,LEBLA26N,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBMNI,4/26/2019,LECBFMPE,LEMNI26,LECBMNI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBLVU,4/26/2019,LECBFMPW,LELVU26M,LECBLVU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVS,4/26/2019,LECBFMPW,LELVS26,LECBLVS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECLSUW,4/26/2019,LECLTAC,SUW26A,LECLSUW,LECL,integrado,Airspace,ERD,C - ATC Capacity
LECMTLI,4/26/2019,LECMFMP,TLI26E,LECMTLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,4/26/2019,LECMFMP,LEMDA26M,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
FL4ZMU34,4/26/2019,LECMFMP,FL4ZMU26,LECMZMU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,4/26/2019,LECMFMP,LEMDA26,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMZGZ,4/26/2019,LECMFMP,ZGZ26,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMBLI,4/26/2019,LECMFMP,BLI26,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,4/26/2019,LECMFMP,LEMDA26N,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
RR2BA1,4/26/2019,LECSFMP,RR2BA126,LECSBA1,LECS,elemental,Airspace,ERD,C - ATC Capacity
RR2BA1,4/26/2019,LECSFMP,RRBA126L,LECSBA1,LECS,elemental,Airspace,ERD,C - ATC Capacity
LEBLARR,4/27/2019,LEBLTMA,LEBLA27M,LEBL,LEBL,elemental,Aerodrome,ARR,C - ATC Capacity
LEBLARR,4/27/2019,LEBLTMA,LEBLA27,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBMNI,4/27/2019,LECBFMPE,LEMNI27M,LECBMNI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBLVS,4/27/2019,LECBFMPW,LELVS27,LECBLVS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBLVU,4/27/2019,LECBFMPW,LELVU27,LECBLVU,LECB,elemental,Airspace,ERD,C - ATC Capacity
FL6TDU,4/27/2019,LECMFMP,FL6TDU27,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL9DGU,4/27/2019,LECMFMP,FL9DGU27,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
RR2AST,4/27/2019,LECMFMP,RR2AST27,LECMASI,LECM,integrado,Airspace,ERD,C - ATC Capacity
RR3AST,4/27/2019,LECMFMP,RR3AST27,LECMASI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMASI,4/27/2019,LECMFMP,ASI27,LECMASI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMTER,4/27/2019,LECMFMP,TER27,LECMTER,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMZGZ,4/27/2019,LECMFMP,ZGZ27,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMSAN,4/27/2019,LECMFMP,SAN27,LECMSAN,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMPAU,4/27/2019,LECMFMP,PAU27,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMBLI,4/27/2019,LECMFMP,BLI27,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMZGZ,4/27/2019,LECMFMP,ZGZ27N,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMSAN,4/27/2019,LECMFMP,SAN27N,LECMSAN,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECSMA4C,4/27/2019,LECSFMP,MA4C27M,LECSMA4,LECS,elemental,Airspace,ERD,C - ATC Capacity
LEBL23E1,4/28/2019,LEBLTMA,LE23E128,LEBL23E,LEBL,integrado,Airspace,ERD,C - ATC Capacity
LEBL14W1,4/28/2019,LEBLTMA,LE14W128,LEBL14W,LEBL,integrado,Airspace,ERD,C - ATC Capacity
LEBLARR,4/28/2019,LEBLTMA,LEBLA28L,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBBAS,4/28/2019,LECBFMPE,LEBAS28A,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECMBLI,4/28/2019,LECMFMP,BLI28E,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
FL1TDU,4/28/2019,LECMFMP,FL1TDU28,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL9DGU,4/28/2019,LECMFMP,FL9DG28A,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMPAU,4/28/2019,LECMFMP,PAU28E,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMASU,4/28/2019,LECMFMP,ASU28E,LECMASU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL6TLU,4/28/2019,LECMFMP,FL6TLU28,LECMTLU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMZGZ,4/28/2019,LECMFMP,ZGZ28,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL4TDU,4/28/2019,LECMFMP,FL4TDU28,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMZGZ,4/28/2019,LECMFMP,ZGZ28A,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECSMA4C,4/28/2019,LECSFMP,MA4C28E,LECSMA4,LECS,elemental,Airspace,ERD,C - ATC Capacity
LEBLARR,4/29/2019,LEBLTMA,LEBLA29,LEBL,LEBL,elemental,Aerodrome,ARR,C - ATC Capacity
LEBLARR,4/29/2019,LEBLTMA,LEBLA29A,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBBKE,4/29/2019,LECBFMPE,LEBKE29,LECBBKE,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBMNI,4/29/2019,LECBFMPE,LEMNI29,LECBMNI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBCVN,4/29/2019,LECBFMPE,CVN29,LECBCVN,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBLLI,4/29/2019,LECBFMPW,LELLI29A,LECBLLI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECLSUE,4/29/2019,LECLTAC,LESUE29,LECLSUE,LECL,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,4/29/2019,LECMFMP,LEMDA29M,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
FL2DGU,4/29/2019,LECMFMP,FL2DGU29,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL3DGU,4/29/2019,LECMFMP,FL3DGU29,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,4/29/2019,LECMFMP,LEMDA29A,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMZGZ,4/29/2019,LECMFMP,ZGZ29,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEBLARR,4/30/2019,LEBLTMA,LEBLA30A,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBMNI,4/30/2019,LECBFMPE,LEMNI30M,LECBMNI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBGOI,4/30/2019,LECBFMPW,LEGOI30,LECBGOI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBPPI,4/30/2019,LECBFMPW,LEPPI30,LECBPPI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,4/30/2019,LECMFMP,LEMDA30M,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMBLI,4/30/2019,LECMFMP,LEBLI30M,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,4/30/2019,LECMFMP,LEMDA30A,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECPGIX,4/30/2019,LECPFMP,PGIX30A,LECPGIX,LECP,integrado,Airspace,ERD,C - ATC Capacity
LEMGARR1,4/30/2019,LECSFMP,LEMGA30A,LEMG,LEMG,elemental,Aerodrome,ARR,C - ATC Capacity
LEBLARR,5/1/2019,LEBLTMA,LEBLA01A,LEBL,LEBL,elemental,Aerodrome,ARR,C - ATC Capacity
FL5DGU,5/1/2019,LECMFMP,FL5DGU01,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMASI,5/1/2019,LECMFMP,ASI01M,LECMASI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,5/1/2019,LECMFMP,LEMDA01,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECSMA4C,5/1/2019,LECSFMP,LECSMA01,LECSMA4,LECS,elemental,Airspace,ERD,C - ATC Capacity
LEBLARR,5/2/2019,LEBLTMA,LEBLA02N,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBCVN,5/2/2019,LECBFMPE,LECVN02A,LECBCVN,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBMMI,5/2/2019,LECBFMPE,LEMMI02A,LECBMMI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBGOI,5/2/2019,LECBFMPW,LEBGOI02,LECBGOI,LECB,integrado,Airspace,ERD,W - Weather
LECMBLI,5/2/2019,LECMFMP,BLI02M,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
FL2TDU,5/2/2019,LECMFMP,FL2TDU02,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,5/2/2019,LECMFMP,LEMDA02M,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
FL3TDU,5/2/2019,LECMFMP,FL3TDU02,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMSAN,5/2/2019,LECMFMP,SAN02M,LECMSAN,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMASI,5/2/2019,LECMFMP,ASI02,LECMASI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LECMDGU,5/2/2019,LECMFMP,DGU02,LECMDGU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMZML,5/2/2019,LECMFMP,ZML02,LECMZML,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,5/2/2019,LECMFMP,LEMDA02,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMZGZ,5/2/2019,LECMFMP,ZGZ02A,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL5TLU,5/2/2019,LECMFMP,FL5TLU02,LECMTLU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECSMA4C,5/2/2019,LECSFMP,LEMA4C02,LECSMA4,LECS,elemental,Airspace,ERD,C - ATC Capacity
LEBLARR,5/3/2019,LEBLTMA,LEBLA03,LEBL,LEBL,elemental,Aerodrome,ARR,W - Weather
LEBLARR,5/3/2019,LEBLTMA,LEBLA03L,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBCCC,5/3/2019,LECBFMPE,LECCC03M,LECBCCC,LECB,integrado,Airspace,ERD,S - ATC Staffing
LECMASI,5/3/2019,LECMFMP,ASI03,LECMASI,LECM,integrado,Airspace,ERD,C - ATC Capacity
FL5ZMU34,5/3/2019,LECMFMP,FL5ZMU03,LECMZMU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMBLI,5/3/2019,LECMFMP,BLI03M,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
LEMDARR,5/3/2019,LECMFMP,LEMDA03M,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMZGZ,5/3/2019,LECMFMP,ZGZ03A,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECSAPT,5/3/2019,LECSFMP,LEAPT03,LECSAPT,LECS,integrado,Airspace,ERD,C - ATC Capacity
LEBLARR,5/4/2019,LEBLTMA,LEBLA04,LEBL,LEBL,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LECBMNI,5/4/2019,LECBFMPE,LEMNI04A,LECBMNI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBCCC,5/4/2019,LECBFMPE,LECCC04A,LECBCCC,LECB,integrado,Airspace,ERD,C - ATC Capacity
FL4LVU,5/4/2019,LECBFMPW,FL4LVU04,LECBLVU,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECMPAU,5/4/2019,LECMFMP,PAU04E,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMPAL,5/4/2019,LECMFMP,PAL04,LECMPAL,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL4TDU,5/4/2019,LECMFMP,FL4TDU04,LECMTDU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL7PAU,5/4/2019,LECMFMP,FL7PA04M,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LEMDARR,5/4/2019,LECMFMP,LEMDA04M,LEMD,LEMD,elemental,Aerodrome,ARR,C - ATC Capacity
LECMZLM,5/4/2019,LECMFMP,ZLM04,LECMZLM,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMZGZ,5/4/2019,LECMFMP,ZGZ04A,LECMZGZ,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECMPAU,5/4/2019,LECMFMP,PAU04A,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL7PAU,5/4/2019,LECMFMP,FL7PA04,LECMPAU,LECM,elemental,Airspace,ERD,C - ATC Capacity
FL4TLU,5/4/2019,LECMFMP,FL4TLU04,LECMTLU,LECM,elemental,Airspace,ERD,C - ATC Capacity
LECSMA4C,5/4/2019,LECSFMP,MA4C04M,LECSMA4,LECS,elemental,Airspace,ERD,C - ATC Capacity
LEBLARR,5/5/2019,LEBLTMA,LEBLA05M,LEBL,LEBL,elemental,Aerodrome,ARR,G - Aerodrome Capacity
LEBLARR,5/5/2019,LEBLTMA,LEBLA05,LEBL,LEBL,elemental,Aerodrome,ARR,V - Environmental Issues
LECBCCC,5/5/2019,LECBFMPE,LECCC05M,LECBCCC,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBBAS,5/5/2019,LECBFMPE,LEBAS05M,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECBMNI,5/5/2019,LECBFMPE,LEMNI05,LECBMNI,LECB,integrado,Airspace,ERD,C - ATC Capacity
LECBBAS,5/5/2019,LECBFMPE,LEBAS05A,LECBBAS,LECB,elemental,Airspace,ERD,C - ATC Capacity
LECMBLI,5/5/2019,LECMFMP,BLI05E,LECMBLI,LECM,integrado,Airspace,ERD,C - ATC Capacity
FL2ZMU34,5/5/2019,LECMFMP,FL2ZMU05,LECMZMU,LECM,elemental,Airspace,ERD,C - ATC Capacity
